date,rank,song,artist,last_week,peak_rank,weeks_on_board,year,decade,mb_id,mb_title,mb_artist,mb_country,mb_date,mb_score,billboard_index,text_chunk
1959-03-09,47,Nola,Billy Williams,40.0,39,7,1959,1950,a7fbb34c-7982-4473-95f9-23211c3160aa,Nola,Billy Williams,,,100.0,2054,'Nola' by Billy Williams (1959). Billboard Hot 100 peak: #39. Match confidence: 100/100
1959-11-09,42,Torquay,Fireballs,42.0,39,7,1959,1950,e4de2101-13d2-42db-9865-0cab63051e80,Torquay,The Fireballs,US,1960,100.0,2055,'Torquay' by Fireballs (1959). Billboard Hot 100 peak: #39. Country of origin: US. Release date: 1960. Match confidence: 100/100
1990-01-20,39,Nothin' To Hide,Poco,43.0,39,8,1990,1990,945eb0d5-0c37-4d78-8b3a-23047308cf98,Nothin’ to Hide,Poco,US,1989,100.0,2056,'Nothin' To Hide' by Poco (1990). Billboard Hot 100 peak: #39. Country of origin: US. Release date: 1989. Match confidence: 100/100
1959-10-12,79,The Mummy,Bob McFadden And Dor,74.0,39,8,1959,1950,effe4a0b-d9f3-4820-9e6c-e01b729aceab,The Mummy,Bob McFadden,US,1986,100.0,2057,'The Mummy' by Bob McFadden And Dor (1959). Billboard Hot 100 peak: #39. Country of origin: US. Release date: 1986. Match confidence: 100/100
1958-10-20,39,Fibbin',Patti Page,48.0,39,5,1958,1950,33d6bfad-6bbb-45c6-ab59-cd4dfd40db22,Fibbin’,Patti Page,IT,1959,100.0,2058,'Fibbin'' by Patti Page (1958). Billboard Hot 100 peak: #39. Country of origin: IT. Release date: 1959. Match confidence: 100/100
1958-08-04,39,That's How Much I Love You,Pat Boone,,39,1,1958,1950,6e8c4666-05e7-4e9f-912a-720ca5c30b0d,That’s How Much I Love You,Pat Boone,CZ,2011,100.0,2059,'That's How Much I Love You' by Pat Boone (1958). Billboard Hot 100 peak: #39. Country of origin: CZ. Release date: 2011. Match confidence: 100/100
1959-06-22,39,Graduation's Here,The Fleetwoods,44.0,39,6,1959,1950,dbc93172-57fa-4e56-b666-2fccd9948fda,Graduation's Here,The Fleetwoods,US,1990,100.0,2060,'Graduation's Here' by The Fleetwoods (1959). Billboard Hot 100 peak: #39. Country of origin: US. Release date: 1990. Match confidence: 100/100
1990-03-10,94,I Want You,Shana,85.0,40,23,1990,1990,fc9b6a1a-2429-4537-97b7-693bb7e01f04,I Want You,Shana,US,1998,100.0,2061,'I Want You' by Shana (1990). Billboard Hot 100 peak: #40. Country of origin: US. Release date: 1998. Match confidence: 100/100
1959-02-02,49,Don't Pity Me,Dion & The Belmonts,47.0,40,7,1959,1950,2a79bb89-384d-4adb-81b7-2fba0f2ba3c3,Don’t Pity Me,Dion & The Belmonts,XE,2013,100.0,2062,'Don't Pity Me' by Dion & The Belmonts (1959). Billboard Hot 100 peak: #40. Country of origin: XE. Release date: 2013. Match confidence: 100/100
1958-08-18,62,Crazy Eyes For You,Bobby Hamilton,62.0,40,3,1958,1950,f8d3f3df-ebb1-411e-93f8-5ea2b7c9cc03,Crazy Eyes for You,Bobby Hamilton,GB,2014,100.0,2063,'Crazy Eyes For You' by Bobby Hamilton (1958). Billboard Hot 100 peak: #40. Country of origin: GB. Release date: 2014. Match confidence: 100/100
1990-05-05,40,Time After Time,Timmy T.,41.0,40,9,1990,1990,deffbc65-4801-4afd-ae30-e117f0d368a0,Time After Time,Timmy T,US,1990-06-20,100.0,2064,'Time After Time' by Timmy T. (1990). Billboard Hot 100 peak: #40. Country of origin: US. Release date: 1990-06-20. Match confidence: 100/100
1959-07-27,68,Wonderful You,Jimmie Rodgers,63.0,40,7,1959,1950,09c803b5-5cec-402d-802d-a052241dab94,Wonderful You,Jimmie Rodgers,DE,2005,100.0,2065,'Wonderful You' by Jimmie Rodgers (1959). Billboard Hot 100 peak: #40. Country of origin: DE. Release date: 2005. Match confidence: 100/100
1959-05-04,74,Heavenly Lover,Teresa Brewer,68.0,40,8,1959,1950,16b17043-6449-46ea-a94f-592f558d589e,Heavenly Lover,Teresa Brewer,GB,2011,100.0,2066,'Heavenly Lover' by Teresa Brewer (1959). Billboard Hot 100 peak: #40. Country of origin: GB. Release date: 2011. Match confidence: 100/100
1958-12-29,80,Love Of My Life,The Everly Brothers,78.0,40,6,1958,1950,06647674-aafa-47cd-8c65-c70d19e3e8ec,Love of My Life,The Everly Brothers,NL,1998-02-02,100.0,2067,'Love Of My Life' by The Everly Brothers (1958). Billboard Hot 100 peak: #40. Country of origin: NL. Release date: 1998-02-02. Match confidence: 100/100
1990-04-28,87,True Blue Love,Lou Gramm,65.0,40,11,1990,1990,48d81b99-b682-432f-a0cc-31009d0f67f3,True Blue Love,Lou Gramm,CA,1989,100.0,2068,'True Blue Love' by Lou Gramm (1990). Billboard Hot 100 peak: #40. Country of origin: CA. Release date: 1989. Match confidence: 100/100
1959-11-16,41,The Clouds,The Spacemen,49.0,41,5,1959,1950,07b21c87-f933-4384-a448-0e2703b5d5ac,The Clouds,The Spacemen,GB,2015,100.0,2069,'The Clouds' by The Spacemen (1959). Billboard Hot 100 peak: #41. Country of origin: GB. Release date: 2015. Match confidence: 100/100
1958-10-27,41,Baby Face,Little Richard,43.0,41,7,1958,1950,a9a8585d-529a-48a6-9707-1e0c5bd822bd,Baby Face,Little Richard,,,100.0,2070,'Baby Face' by Little Richard (1958). Billboard Hot 100 peak: #41. Match confidence: 100/100
1958-09-08,41,Come Closer To Me (Acercate Mas),Nat King Cole,46.0,41,6,1958,1950,673a18cc-c1af-4d11-9170-7ed87439537d,Come Closer to Me (Acércate Más),Nat King Cole,US,2003-11-04,100.0,2071,'Come Closer To Me (Acercate Mas)' by Nat King Cole (1958). Billboard Hot 100 peak: #41. Country of origin: US. Release date: 2003-11-04. Match confidence: 100/100
1959-06-15,41,Gidget,Jimmy Darren,54.0,41,8,1959,1950,,,,,,,2072,'Gidget' by Jimmy Darren (1959). Billboard Hot 100 peak: #41
1958-09-01,47,Over And Over,Bobby Day,41.0,41,5,1958,1950,99d58c2d-3b3f-4bc6-a7c2-bddd8c5db7a2,Over and Over,Bobby Day,GB,2021,100.0,2073,'Over And Over' by Bobby Day (1958). Billboard Hot 100 peak: #41. Country of origin: GB. Release date: 2021. Match confidence: 100/100
1959-07-20,41,Remember When,The Platters,42.0,41,5,1959,1950,bad5f6ce-5750-4e11-8569-a1e315c11a7f,Remember When,The Platters,US,1956,100.0,2074,'Remember When' by The Platters (1959). Billboard Hot 100 peak: #41. Country of origin: US. Release date: 1956. Match confidence: 100/100
1958-12-15,47,Mr. Success,Frank Sinatra,47.0,41,8,1958,1950,c37a3fdb-93f1-4813-bb3b-0c01b9f6f51c,Mr. Success,Frank Sinatra,BR,2016,100.0,2075,'Mr. Success' by Frank Sinatra (1958). Billboard Hot 100 peak: #41. Country of origin: BR. Release date: 2016. Match confidence: 100/100
1958-11-24,42,"Come On, Let's Go",Ritchie Valens,56.0,42,10,1958,1950,e0a174a2-de04-4d08-b692-22152baf8afe,"Come On, Let's Go",Ritchie Valens,US,1989,100.0,2076,"'Come On, Let's Go' by Ritchie Valens (1958). Billboard Hot 100 peak: #42. Country of origin: US. Release date: 1989. Match confidence: 100/100"
1959-04-06,42,I Go Ape,Neil Sedaka,42.0,42,5,1959,1950,8dd83e7f-54a2-4966-a201-b5a05d14e1ba,I Go Ape,Neil Sedaka,NL,1991,100.0,2077,'I Go Ape' by Neil Sedaka (1959). Billboard Hot 100 peak: #42. Country of origin: NL. Release date: 1991. Match confidence: 100/100
1990-06-23,42,When I Dream Of You,Tommy Page,43.0,42,7,1990,1990,61e1066c-bdb2-4ee7-868d-cc55e5916524,When I Dream of You,Tommy Page,,,100.0,2078,'When I Dream Of You' by Tommy Page (1990). Billboard Hot 100 peak: #42. Match confidence: 100/100
1990-11-03,100,Can't Get Enuff,Winger,77.0,42,15,1990,1990,4c514d2a-d1b2-401b-9a48-0c77a2f9ba32,Can’t Get Enuff,Winger,,,100.0,2079,'Can't Get Enuff' by Winger (1990). Billboard Hot 100 peak: #42. Match confidence: 100/100
1990-11-03,91,La Raza,Kid Frost,82.0,42,18,1990,1990,9c0a660a-a444-446a-bdec-8bbc9ebb58f5,La Raza (La Raza mix),Kid Frost,GB,1990,100.0,2080,'La Raza' by Kid Frost (1990). Billboard Hot 100 peak: #42. Country of origin: GB. Release date: 1990. Match confidence: 100/100
1959-03-16,77,It's Only The Beginning,The Kalin Twins,77.0,42,10,1959,1950,,,,,,,2081,'It's Only The Beginning' by The Kalin Twins (1959). Billboard Hot 100 peak: #42
1959-05-04,45,Tell Him No,Dean & Marc,42.0,42,6,1959,1950,0ac3c7c6-0c86-4325-926f-a9baade1a3d0,Tell Him No,Dean & Marc,GB,2007-07-24,100.0,2082,'Tell Him No' by Dean & Marc (1959). Billboard Hot 100 peak: #42. Country of origin: GB. Release date: 2007-07-24. Match confidence: 100/100
1958-08-18,49,You Cheated,The Slades,48.0,42,3,1958,1950,7bddb171-a67f-492e-bfdf-cf74208239c4,You Cheated,The Slades,GB,2005-10-11,100.0,2083,'You Cheated' by The Slades (1958). Billboard Hot 100 peak: #42. Country of origin: GB. Release date: 2005-10-11. Match confidence: 100/100
1959-04-06,68,First Anniversary,Cathy Carr,45.0,42,11,1959,1950,977625be-f821-409d-a359-89b3d25e25fa,First Anniversary,Cathy Carr,,,100.0,2084,'First Anniversary' by Cathy Carr (1959). Billboard Hot 100 peak: #42. Match confidence: 100/100
1958-11-17,85,I Wish,The Platters,82.0,42,10,1958,1950,b4b686fa-74eb-4a85-9e3f-397e2b598328,I Wish,The Platters,NL,2003,100.0,2085,'I Wish' by The Platters (1958). Billboard Hot 100 peak: #42. Country of origin: NL. Release date: 2003. Match confidence: 100/100
1959-09-14,47,Like I Love You,Edd Byrnes and Friend,49.0,42,6,1959,1950,,,,,,,2086,'Like I Love You' by Edd Byrnes and Friend (1959). Billboard Hot 100 peak: #42
1959-01-26,70,The Wedding,June Valli,44.0,43,10,1959,1950,0e121b84-e9bf-43e5-ab94-9694f235e19d,The Wedding,June Valli,US,1960,100.0,2087,'The Wedding' by June Valli (1959). Billboard Hot 100 peak: #43. Country of origin: US. Release date: 1960. Match confidence: 100/100
1959-03-02,58,Who Cares,Don Gibson,43.0,43,7,1959,1950,a5577e99-a529-4405-b1d8-7eded87c4347,Who Cares,Don Gibson,,,100.0,2088,'Who Cares' by Don Gibson (1959). Billboard Hot 100 peak: #43. Match confidence: 100/100
1958-08-18,53,Come What May,Clyde McPhatter,49.0,43,3,1958,1950,d661330d-b2dc-4934-8c2d-95fb02ec72c1,Come What May,Clyde McPhatter,US,1991-10-01,100.0,2089,'Come What May' by Clyde McPhatter (1958). Billboard Hot 100 peak: #43. Country of origin: US. Release date: 1991-10-01. Match confidence: 100/100
1959-09-28,43,Okefenokee,Freddie Cannon,46.0,43,6,1959,1950,,,,,,,2090,'Okefenokee' by Freddie Cannon (1959). Billboard Hot 100 peak: #43
1990-04-14,43,Make It Like It Was,Regina Belle,48.0,43,8,1990,1990,73c37c16-2296-4001-8c28-5531f2ab78fb,Make It Like It Was,Regina Belle,GB,2019-02-15,100.0,2091,'Make It Like It Was' by Regina Belle (1990). Billboard Hot 100 peak: #43. Country of origin: GB. Release date: 2019-02-15. Match confidence: 100/100
1959-09-21,43,I Got Stripes,Johnny Cash,53.0,43,8,1959,1950,cdce1090-0a18-4b4a-b0fc-0dccde405477,I Got Stripes,Johnny Cash,DE,2011-04-08,100.0,2092,'I Got Stripes' by Johnny Cash (1959). Billboard Hot 100 peak: #43. Country of origin: DE. Release date: 2011-04-08. Match confidence: 100/100
1959-05-18,43,As Time Goes By,Johnny Nash,51.0,43,10,1959,1950,f3a9c96a-14ce-44a6-bcdc-1dba528f43cb,As Time Goes By,Johnny Nash,GB,2012,100.0,2093,'As Time Goes By' by Johnny Nash (1959). Billboard Hot 100 peak: #43. Country of origin: GB. Release date: 2012. Match confidence: 100/100
1958-12-15,79,Tunnel Of Love,Doris Day,53.0,43,8,1958,1950,fac7a31d-c339-4c54-ae8f-2d794fe583b6,Tunnel of Love,Doris Day,US,1960,100.0,2094,'Tunnel Of Love' by Doris Day (1958). Billboard Hot 100 peak: #43. Country of origin: US. Release date: 1960. Match confidence: 100/100
1959-03-02,82,Trust In Me,Patti Page,69.0,43,8,1959,1950,1bf568bc-526e-485b-8a94-b1a7ca0d299c,Trust in Me,Patti Page,US,1958,100.0,2095,'Trust In Me' by Patti Page (1959). Billboard Hot 100 peak: #43. Country of origin: US. Release date: 1958. Match confidence: 100/100
1959-08-03,43,Ten Thousand Drums,Carl Smith,49.0,43,5,1959,1950,19866aa9-c68e-4c62-b5f1-e47026383726,Ten Thousand Drums,Carl Smith,US,2002,100.0,2096,'Ten Thousand Drums' by Carl Smith (1959). Billboard Hot 100 peak: #43. Country of origin: US. Release date: 2002. Match confidence: 100/100
1959-06-29,44,I Can't Get You Out Of My Heart,Al Martino,53.0,44,7,1959,1950,95f0d05d-b16d-47f1-b361-a1cc8b3a4beb,I Can't Get You Out of My Heart,Al Martino,CA,2001,100.0,2097,'I Can't Get You Out Of My Heart' by Al Martino (1959). Billboard Hot 100 peak: #44. Country of origin: CA. Release date: 2001. Match confidence: 100/100
1959-07-13,44,There Is Something On Your Mind,Big Jay McNeely And Band,64.0,44,8,1959,1950,3942be7e-fd50-4419-89a7-51684c56a167,There Is Something on Your Mind,Big Jay McNeely & Band,DE,2021,100.0,2098,'There Is Something On Your Mind' by Big Jay McNeely And Band (1959). Billboard Hot 100 peak: #44. Country of origin: DE. Release date: 2021. Match confidence: 100/100
1958-12-22,60,Cimarron (Roll On),Billy Vaughn And His Orchestra,49.0,44,10,1958,1950,,,,,,,2099,'Cimarron (Roll On)' by Billy Vaughn And His Orchestra (1958). Billboard Hot 100 peak: #44
1959-03-02,85,Let's Love,Johnny Mathis,74.0,44,9,1959,1950,93fcfe43-7950-4783-bde7-1ed804e8bab1,Let's Love,Johnny Mathis,US,1959,100.0,2100,'Let's Love' by Johnny Mathis (1959). Billboard Hot 100 peak: #44. Country of origin: US. Release date: 1959. Match confidence: 100/100
1958-09-22,44,The Green Mosquito,The Tune Rockers,48.0,44,5,1958,1950,349b1a2f-82e6-459a-904a-7943ee1371e7,The Green Mosquito,The Tune Rockers,CH,2008,100.0,2101,'The Green Mosquito' by The Tune Rockers (1958). Billboard Hot 100 peak: #44. Country of origin: CH. Release date: 2008. Match confidence: 100/100
1958-11-24,95,Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,72.0,44,9,1958,1950,6cc36443-74dd-4e63-bc54-5fe3d3811a4e,Leave Me Alone (Let Me Cry),Dicky Doo & the Don’ts,GB,2006-07-18,100.0,2102,'Leave Me Alone (Let Me Cry)' by Dicky Doo And The Don'ts (1958). Billboard Hot 100 peak: #44. Country of origin: GB. Release date: 2006-07-18. Match confidence: 100/100
1959-12-28,92,Smooth Operator,Sarah Vaughan,54.0,44,9,1959,1950,50cdfeef-3578-48d9-a6ec-1901a7dfdc4e,Smooth Operator,Sarah Vaughan,GB,2014,100.0,2103,'Smooth Operator' by Sarah Vaughan (1959). Billboard Hot 100 peak: #44. Country of origin: GB. Release date: 2014. Match confidence: 100/100
1959-10-12,44,Where,The Platters,53.0,44,6,1959,1950,ef781a98-686a-4e34-a5fa-a81332c9bf6c,Where,The Platters,GB,2014,100.0,2104,'Where' by The Platters (1959). Billboard Hot 100 peak: #44. Country of origin: GB. Release date: 2014. Match confidence: 100/100
1959-01-05,53,Green Chri$tma$,Stan Freberg,44.0,44,2,1959,1950,672352db-61c5-4ae4-a23f-625171d5a260,Green Chri$tma$,Stan Freberg,US,1989-07-31,100.0,2105,'Green Chri$tma$' by Stan Freberg (1959). Billboard Hot 100 peak: #44. Country of origin: US. Release date: 1989-07-31. Match confidence: 100/100
1990-04-07,94,If You Leave Me Now,Jaya,72.0,44,26,1990,1990,02cb61ca-48dd-469d-82dc-b83163723c7d,If You Leave Me Now,Jaya,US,1998,100.0,2106,'If You Leave Me Now' by Jaya (1990). Billboard Hot 100 peak: #44. Country of origin: US. Release date: 1998. Match confidence: 100/100
1990-08-18,44,Cuts Both Ways,Gloria Estefan,50.0,44,8,1990,1990,9331e000-20e2-4edb-afb4-c0d16aefd574,Cuts Both Ways,Gloria Estefan,,,100.0,2107,'Cuts Both Ways' by Gloria Estefan (1990). Billboard Hot 100 peak: #44. Match confidence: 100/100
1990-08-18,56,Talk To Me,Anita Baker,44.0,44,9,1990,1990,a2012da4-212e-4f0e-8eab-35a26b59283e,Talk to Me,Anita Baker,US,1990,100.0,2108,'Talk To Me' by Anita Baker (1990). Billboard Hot 100 peak: #44. Country of origin: US. Release date: 1990. Match confidence: 100/100
1958-08-04,44,Jennie Lee,Jan & Arnie,,44,1,1958,1950,84d8839b-eb69-4d6e-98e4-12ab2812a78c,Jennie Lee,Jan & Arnie,,,100.0,2109,'Jennie Lee' by Jan & Arnie (1958). Billboard Hot 100 peak: #44. Match confidence: 100/100
1990-09-22,44,How Much Love,Vixen,55.0,44,7,1990,1990,22912090-96ac-408c-b0bc-c65a6322edfe,How Much Love,Vixen,US,1993,100.0,2110,'How Much Love' by Vixen (1990). Billboard Hot 100 peak: #44. Country of origin: US. Release date: 1993. Match confidence: 100/100
1959-01-12,53,Pledging My Love,Roy Hamilton,56.0,45,9,1959,1950,9cc6e761-c968-4a93-a659-50a0702a2e38,Pledging My Love,Roy Hamilton,GB,2010,100.0,2111,'Pledging My Love' by Roy Hamilton (1959). Billboard Hot 100 peak: #45. Country of origin: GB. Release date: 2010. Match confidence: 100/100
1958-09-22,55,The Wizard,Jimmie Rodgers,45.0,45,7,1958,1950,fbac73e0-a773-4d76-aa74-5c3683899a0a,The Wizard,Jimmie Rodgers,,,100.0,2112,'The Wizard' by Jimmie Rodgers (1958). Billboard Hot 100 peak: #45. Match confidence: 100/100
1958-11-24,45,Non Dimenticar (Don't Forget),Nat King Cole,52.0,45,7,1958,1950,6e700150-70ed-43ec-95ec-7ebdfc285598,Non Dimenticar (Don’t Forget),Nat King Cole,US,1992-11-02,100.0,2113,'Non Dimenticar (Don't Forget)' by Nat King Cole (1958). Billboard Hot 100 peak: #45. Country of origin: US. Release date: 1992-11-02. Match confidence: 100/100
1958-09-15,95,Kathy-O,The Diamonds,80.0,45,7,1958,1950,31fc59c7-b28d-4855-b5c4-d7a1e28c85e0,Kathy‐O,The Diamonds,DE,1989,100.0,2114,'Kathy-O' by The Diamonds (1958). Billboard Hot 100 peak: #45. Country of origin: DE. Release date: 1989. Match confidence: 100/100
1958-09-15,89,Blue Boy,Jim Reeves,78.0,45,6,1958,1950,4069b21a-6d1c-4e3f-8d69-cb044b173761,Blue Boy,Jim Reeves,DE,1999-01-26,100.0,2115,'Blue Boy' by Jim Reeves (1958). Billboard Hot 100 peak: #45. Country of origin: DE. Release date: 1999-01-26. Match confidence: 100/100
1959-07-20,67,Cap And Gown,Marty Robbins,66.0,45,6,1959,1950,c271a633-392a-494a-9f94-70a713a91417,Cap and Gown,Marty Robbins,AU,2003,100.0,2116,'Cap And Gown' by Marty Robbins (1959). Billboard Hot 100 peak: #45. Country of origin: AU. Release date: 2003. Match confidence: 100/100
1959-07-27,82,Forty Days,Ronnie Hawkins,70.0,45,8,1959,1950,662c81f3-3688-4888-bbb4-9b5f7f2b5ab2,Forty Days,Ronnie Hawkins,GB,1998,100.0,2117,'Forty Days' by Ronnie Hawkins (1959). Billboard Hot 100 peak: #45. Country of origin: GB. Release date: 1998. Match confidence: 100/100
1959-12-21,45,Uh! Oh! Part 1,The Nutty Squirrels,54.0,45,3,1959,1950,7076e2e0-0b56-4352-a7a4-26ed49899bc3,"Uh! Oh!, Part 1",The Nutty Squirrels,US,1998-09-29,100.0,2118,'Uh! Oh! Part 1' by The Nutty Squirrels (1959). Billboard Hot 100 peak: #45. Country of origin: US. Release date: 1998-09-29. Match confidence: 100/100
1959-06-29,97,You Made Me Love You,Nat King Cole,58.0,45,9,1959,1950,814fa2c5-f211-4972-b819-d1e3c696bac2,You Made Me Love You,Nat King Cole,,,100.0,2119,'You Made Me Love You' by Nat King Cole (1959). Billboard Hot 100 peak: #45. Match confidence: 100/100
1959-04-20,50,Come Softly To Me,Ronnie Height,62.0,45,5,1959,1950,,,,,,,2120,'Come Softly To Me' by Ronnie Height (1959). Billboard Hot 100 peak: #45
1958-10-20,45,No One But You (In My Heart),The Ames Brothers,53.0,45,4,1958,1950,56d9ab57-7f62-41ef-9c2a-3a90c751bdd6,No One But You (In My Heart),The Ames Brothers,GB,2016,100.0,2121,'No One But You (In My Heart)' by The Ames Brothers (1958). Billboard Hot 100 peak: #45. Country of origin: GB. Release date: 2016. Match confidence: 100/100
1958-11-10,54,Give Myself A Party,Don Gibson,56.0,46,7,1958,1950,6a777234-1c1f-4e96-86ad-a8888fa2da91,Give Myself a Party,Don Gibson,DE,1991,100.0,2122,'Give Myself A Party' by Don Gibson (1958). Billboard Hot 100 peak: #46. Country of origin: DE. Release date: 1991. Match confidence: 100/100
1959-09-28,88,Linda Lu,Ray Sharpe,72.0,46,11,1959,1950,49591896-2e63-4215-84a6-e4f6ff09f6f2,Linda Lu,Ray Sharpe,XW,2014,100.0,2123,'Linda Lu' by Ray Sharpe (1959). Billboard Hot 100 peak: #46. Country of origin: XW. Release date: 2014. Match confidence: 100/100
1959-08-17,81,The Quiet Three,Duane Eddy His Twangy Guitar And The Rebels,73.0,46,8,1959,1950,,,,,,,2124,'The Quiet Three' by Duane Eddy His Twangy Guitar And The Rebels (1959). Billboard Hot 100 peak: #46
1959-11-16,46,I Dig Girls,Bobby Rydell,,46,4,1959,1950,4c69ed82-ed3e-4e5b-94b9-9451fc0b330c,I Dig Girls,Bobby Rydell,US,2005,100.0,2125,'I Dig Girls' by Bobby Rydell (1959). Billboard Hot 100 peak: #46. Country of origin: US. Release date: 2005. Match confidence: 100/100
1958-12-15,46,Sing Sing Sing,Bernie Lowe Orchestra,52.0,46,4,1958,1950,e9e2396f-a75f-4d93-8fc3-26ef8418d2b4,Sing Sing Sing,Bernie Lowe Orchestra,US,2005-05-17,100.0,2126,'Sing Sing Sing' by Bernie Lowe Orchestra (1958). Billboard Hot 100 peak: #46. Country of origin: US. Release date: 2005-05-17. Match confidence: 100/100
1990-05-19,99,Lambada,Kaoma,89.0,46,12,1990,1990,0ec0ccd1-0f92-44d5-93e1-792464272c0e,Lambada,Kaoma,FR,1999-06-25,100.0,2127,'Lambada' by Kaoma (1990). Billboard Hot 100 peak: #46. Country of origin: FR. Release date: 1999-06-25. Match confidence: 100/100
1959-08-31,86,Like Young,Andre Previn With David Rose,83.0,46,12,1959,1950,,,,,,,2128,'Like Young' by Andre Previn With David Rose (1959). Billboard Hot 100 peak: #46
1959-11-09,46,Joey's Song,Bill Haley And His Comets,48.0,46,6,1959,1950,af1497bf-1e71-4c63-a010-229a4c640889,Joey’s Song,Bill Haley and His Comets,CA,1991,100.0,2129,'Joey's Song' by Bill Haley And His Comets (1959). Billboard Hot 100 peak: #46. Country of origin: CA. Release date: 1991. Match confidence: 100/100
1990-11-03,90,I'd Rather Go Blind,Sydney Youngblood,78.0,46,11,1990,1990,42a7dbae-c78c-4b82-ac3f-d2f32a67942b,I’d Rather Go Blind,Sydney Youngblood,DE,1995,100.0,2130,'I'd Rather Go Blind' by Sydney Youngblood (1990). Billboard Hot 100 peak: #46. Country of origin: DE. Release date: 1995. Match confidence: 100/100
1990-07-07,46,The Blues,Tony Toni Tone,48.0,46,6,1990,1990,9a2bd8dc-50d7-41aa-9797-caf45a7275be,The Blues,Tony! Toni! Toné!,US,1997,100.0,2131,'The Blues' by Tony Toni Tone (1990). Billboard Hot 100 peak: #46. Country of origin: US. Release date: 1997. Match confidence: 100/100
1958-08-04,46,(It's Been A Long Time) Pretty Baby,Gino & Gina,,46,1,1958,1950,0e284ed0-88e0-40a1-853d-334c991a701a,(It's Been a Long Time) Pretty Baby,Gino & Gina,US,1996-09-15,100.0,2132,'(It's Been A Long Time) Pretty Baby' by Gino & Gina (1958). Billboard Hot 100 peak: #46. Country of origin: US. Release date: 1996-09-15. Match confidence: 100/100
1990-05-26,94,Hurting Kind (I've Got My Eyes On You),Robert Plant,91.0,46,10,1990,1990,1acd195a-0623-422b-b974-4e6caf6bed9b,Hurting Kind (I've Got My Eyes on You),Robert Plant,BR,1991,100.0,2133,'Hurting Kind (I've Got My Eyes On You)' by Robert Plant (1990). Billboard Hot 100 peak: #46. Country of origin: BR. Release date: 1991. Match confidence: 100/100
1990-03-24,46,A Face In The Crowd,Tom Petty,54.0,46,4,1990,1990,2e436274-f9df-4337-972c-e7360d20c7d3,A Face in the Crowd,Tom Petty,,,100.0,2134,'A Face In The Crowd' by Tom Petty (1990). Billboard Hot 100 peak: #46. Match confidence: 100/100
1990-03-31,49,Blue Sky Mine,Midnight Oil,47.0,47,7,1990,1990,1404bae3-3596-45e6-8f0b-07f1fc13777c,Blue Sky Mine,Midnight Oil,,,100.0,2135,'Blue Sky Mine' by Midnight Oil (1990). Billboard Hot 100 peak: #47. Match confidence: 100/100
1958-12-08,59,Sweet Little Rock And Roller,Chuck Berry,47.0,47,5,1958,1950,37495b93-7d86-4429-aa77-d09822ab0725,Sweet Little Rock and Roller,Chuck Berry,GB,1977,100.0,2136,'Sweet Little Rock And Roller' by Chuck Berry (1958). Billboard Hot 100 peak: #47. Country of origin: GB. Release date: 1977. Match confidence: 100/100
1959-11-09,55,Shout - Part 1,The Isley Brothers,50.0,47,8,1959,1950,90e82fb1-9559-4115-9b7f-5bd5ef6439dd,Shout - Part 1,The Isley Brothers,GR,,100.0,2137,'Shout - Part 1' by The Isley Brothers (1959). Billboard Hot 100 peak: #47. Country of origin: GR. Match confidence: 100/100
1958-12-08,62,Mandolins In The Moonlight,Perry Como,67.0,47,7,1958,1950,f5ea7651-cb48-4d8f-ab29-510cb8437d25,Mandolins in the Moonlight,Perry Como,NL,,100.0,2138,'Mandolins In The Moonlight' by Perry Como (1958). Billboard Hot 100 peak: #47. Country of origin: NL. Match confidence: 100/100
1990-04-07,65,Fly High Michelle,Enuff Z'Nuff,47.0,47,11,1990,1990,a779fae2-8cc7-401b-8515-5005934c6e33,Fly High Michelle,Enuff Z’Nuff,US,2005-12-01,100.0,2139,'Fly High Michelle' by Enuff Z'Nuff (1990). Billboard Hot 100 peak: #47. Country of origin: US. Release date: 2005-12-01. Match confidence: 100/100
1959-07-13,47,I Know,Perry Como,57.0,47,6,1959,1950,900ee06d-b9bb-4b4c-b6c3-657e08ce76c4,I Know,Perry Como,XE,1992,100.0,2140,'I Know' by Perry Como (1959). Billboard Hot 100 peak: #47. Country of origin: XE. Release date: 1992. Match confidence: 100/100
1959-01-12,47,It's Just About Time,Johnny Cash And The Tennessee Two,51.0,47,5,1959,1950,fac44db5-987f-4c26-bc96-625f7ab3cb72,It's Just About Time,Johnny Cash,US,1999-09-21,100.0,2141,'It's Just About Time' by Johnny Cash And The Tennessee Two (1959). Billboard Hot 100 peak: #47. Country of origin: US. Release date: 1999-09-21. Match confidence: 100/100
1958-08-11,60,I Wonder Why,Dion & The Belmonts,47.0,47,2,1958,1950,4d7e71a9-4019-411c-932a-e00463b34400,I Wonder Why,Dion & The Belmonts,XE,1988,100.0,2142,'I Wonder Why' by Dion & The Belmonts (1958). Billboard Hot 100 peak: #47. Country of origin: XE. Release date: 1988. Match confidence: 100/100
1959-01-05,47,¿Dònde Està Santa Claus? (Where Is Santa Claus?),Augie Rios,47.0,47,4,1959,1950,206107b3-7efb-4fb2-9eb0-e67764e1e254,¿Dònde Està Santa Claus? (Where Is Santa Claus),Augie Rios,,,100.0,2143,'¿Dònde Està Santa Claus? (Where Is Santa Claus?)' by Augie Rios (1959). Billboard Hot 100 peak: #47. Match confidence: 100/100
